管理番号,No.,都道府県,面接拠点,分野,種別,名称,募集人数,派遣先事業所住所,業務内容,案件キャッチコピー,最寄り駅,最寄り駅より車で,通勤方法,送迎バス,日勤のみフラグ,就業時間,休憩,土日休みフラグ,勤務形態・休日,入社予定日,社宅補助（契約社員）,性別,備考,勤務地市町村
A-101派生2,A-101,宮城県,,半導体エンジニア,電気,"""電子部品、接合材料、 光学材料メーカー""",1,宮城県登米市中田町宝江新井田加賀野境30 ,"""1．生産設備、開発設備のソフトウェア開発：既存設備の改善から新規設備の導入まで多岐に渡る業務。 ・生産 および 開発設備のソフトウェア開発・設計（仕様検討・仕様書作成、構想図作成、プログラミング） ・画像処理（製品、機器表示、保護具着用検出　等） 2．デジタル・IT・DX化 ・スマートファクトリー化：各設備のデータ収集・解析・フィードバックシステム構築　等（AI、IoT、SCADA、ICT） ・業務プロセスの自動化・効率化（OCR、データベース化、RPA） 3．メーカー、協力会社、外注会社との折衝 ・仕様の取り交わし、価格、納期交渉など""",日勤業務！土日休み！,石越駅,車40分,自動車・バイク・自転車,無し,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",あり,不問,・ソフトウェア（VB、VB.NET、LabVIEW等）の実務経験,宮城県 登米市
A-101派生3,A-101,宮城県,,半導体エンジニア,電気,"""電子部品、接合材料、 光学材料メーカー""",1,宮城県登米市中田町宝江新井田加賀野境30 ,"""1．生産設備、開発設備のソフトウェア開発：既存設備の改善から新規設備の導入まで多岐に渡る業務。 ・生産 および 開発設備のソフトウェア開発・設計（仕様検討・仕様書作成、構想図作成、プログラミング） ・画像処理（製品、機器表示、保護具着用検出　等） 2．デジタル・IT・DX化 ・スマートファクトリー化：各設備のデータ収集・解析・フィードバックシステム構築　等（AI、IoT、SCADA、ICT） ・業務プロセスの自動化・効率化（OCR、データベース化、RPA） 3．メーカー、協力会社、外注会社との折衝 ・仕様の取り交わし、価格、納期交渉など""",日勤業務！土日休み！,石越駅,車40分,自動車・バイク・自転車,無し,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",あり,不問,・ソフトウェア（VB、VB.NET、LabVIEW等）の実務経験,宮城県 登米市
A-101派生4,A-101,宮城県,,半導体エンジニア,電気,"""電子部品、接合材料、 光学材料メーカー""",1,宮城県登米市中田町宝江新井田加賀野境30 ,"""1．生産設備、開発設備のソフトウェア開発：既存設備の改善から新規設備の導入まで多岐に渡る業務。 ・生産 および 開発設備のソフトウェア開発・設計（仕様検討・仕様書作成、構想図作成、プログラミング） ・画像処理（製品、機器表示、保護具着用検出　等） 2．デジタル・IT・DX化 ・スマートファクトリー化：各設備のデータ収集・解析・フィードバックシステム構築　等（AI、IoT、SCADA、ICT） ・業務プロセスの自動化・効率化（OCR、データベース化、RPA） 3．メーカー、協力会社、外注会社との折衝 ・仕様の取り交わし、価格、納期交渉など""",日勤業務！土日休み！,石越駅,車40分,自動車・バイク・自転車,無し,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",あり,不問,・ソフトウェア（VB、VB.NET、LabVIEW等）の実務経験,宮城県 登米市
A-101派生5,A-101,宮城県,,半導体エンジニア,電気,"""電子部品、接合材料、 光学材料メーカー""",1,宮城県登米市中田町宝江新井田加賀野境30 ,"""1．生産設備、開発設備のソフトウェア開発：既存設備の改善から新規設備の導入まで多岐に渡る業務。 ・生産 および 開発設備のソフトウェア開発・設計（仕様検討・仕様書作成、構想図作成、プログラミング） ・画像処理（製品、機器表示、保護具着用検出　等） 2．デジタル・IT・DX化 ・スマートファクトリー化：各設備のデータ収集・解析・フィードバックシステム構築　等（AI、IoT、SCADA、ICT） ・業務プロセスの自動化・効率化（OCR、データベース化、RPA） 3．メーカー、協力会社、外注会社との折衝 ・仕様の取り交わし、価格、納期交渉など""",日勤業務！土日休み！,石越駅,車40分,自動車・バイク・自転車,無し,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",あり,不問,・ソフトウェア（VB、VB.NET、LabVIEW等）の実務経験,宮城県 登米市
A-102派生1,A-102,広島県,,IT,IT,ICT支援員,2,広島県広島市南区松原町2-62,"""ICT支援業務 県立高校教員へのICT機器の支援（学校訪問） """,日勤業務　土日祝休み　残業ほとんどなし！,広島駅,徒歩3分,自動車・バイク・自転車,なし,日勤のみ,9：00～18：00,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,ITパスポート保持者　車の運転可能な方,広島県 広島市
A-102派生2,A-102,広島県,,IT,IT,ICT支援員,2,広島県広島市南区松原町2-62,"""ICT支援業務 県立高校教員へのICT機器の支援（学校訪問） """,日勤業務　土日祝休み　残業ほとんどなし！,広島駅,徒歩3分,自動車・バイク・自転車,なし,日勤のみ,9：00～18：00,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,ITパスポート保持者　車の運転可能な方,広島県 広島市
A-102派生3,A-102,広島県,,IT,IT,ICT支援員,2,広島県広島市南区松原町2-62,"""ICT支援業務 県立高校教員へのICT機器の支援（学校訪問） """,日勤業務　土日祝休み　残業ほとんどなし！,広島駅,徒歩3分,自動車・バイク・自転車,なし,日勤のみ,9：00～18：00,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,ITパスポート保持者　車の運転可能な方,広島県 広島市
A-102派生4,A-102,広島県,,IT,IT,ICT支援員,2,広島県広島市南区松原町2-62,"""ICT支援業務 県立高校教員へのICT機器の支援（学校訪問） """,日勤業務　土日祝休み　残業ほとんどなし！,広島駅,徒歩3分,自動車・バイク・自転車,なし,日勤のみ,9：00～18：00,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,ITパスポート保持者　車の運転可能な方,広島県 広島市
A-102派生5,A-102,広島県,,IT,IT,ICT支援員,2,広島県広島市南区松原町2-62,"""ICT支援業務 県立高校教員へのICT機器の支援（学校訪問） """,日勤業務　土日祝休み　残業ほとんどなし！,広島駅,徒歩3分,自動車・バイク・自転車,なし,日勤のみ,9：00～18：00,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,ITパスポート保持者　車の運転可能な方,広島県 広島市
A-103派生1,A-103,第二兵庫県,,生産技術,電気,車載用電池,5,兵庫県姫路市飾磨区妻鹿日田町1番6号,生準業務及びその他関連付随業務,日勤業務！土日休み！,山陽電鉄　白浜の宮駅,徒歩10分,自動車・バイク・自転車・徒歩（送迎バスあり）,あり,日勤のみ,8時30分 ～ 17時05分,45分,土日休み,会社カレンダーあり,"""即日可 要相談""","50,000円/月",不問,電気制御回路の解読：各電気機器の名称、役割の理解と制御回路が読むことが出来る,兵庫県 姫路市
A-103派生2,A-103,第二兵庫県,,生産技術,電気,車載用電池,5,兵庫県姫路市飾磨区妻鹿日田町1番6号,生準業務及びその他関連付随業務,日勤業務！土日休み！,山陽電鉄　白浜の宮駅,徒歩10分,自動車・バイク・自転車・徒歩（送迎バスあり）,あり,日勤のみ,8時30分 ～ 17時05分,45分,土日休み,会社カレンダーあり,"""即日可 要相談""","50,000円/月",不問,電気制御回路の解読：各電気機器の名称、役割の理解と制御回路が読むことが出来る,兵庫県 姫路市
A-103派生3,A-103,第二兵庫県,,生産技術,電気,車載用電池,5,兵庫県姫路市飾磨区妻鹿日田町1番6号,生準業務及びその他関連付随業務,日勤業務！土日休み！,山陽電鉄　白浜の宮駅,徒歩10分,自動車・バイク・自転車・徒歩（送迎バスあり）,あり,日勤のみ,8時30分 ～ 17時05分,45分,土日休み,会社カレンダーあり,"""即日可 要相談""","50,000円/月",不問,電気制御回路の解読：各電気機器の名称、役割の理解と制御回路が読むことが出来る,兵庫県 姫路市
A-103派生4,A-103,第二兵庫県,,生産技術,電気,車載用電池,5,兵庫県姫路市飾磨区妻鹿日田町1番6号,生準業務及びその他関連付随業務,日勤業務！土日休み！,山陽電鉄　白浜の宮駅,徒歩10分,自動車・バイク・自転車・徒歩（送迎バスあり）,あり,日勤のみ,8時30分 ～ 17時05分,45分,土日休み,会社カレンダーあり,"""即日可 要相談""","50,000円/月",不問,電気制御回路の解読：各電気機器の名称、役割の理解と制御回路が読むことが出来る,兵庫県 姫路市
A-103派生5,A-103,第二兵庫県,,生産技術,電気,車載用電池,5,兵庫県姫路市飾磨区妻鹿日田町1番6号,生準業務及びその他関連付随業務,日勤業務！土日休み！,山陽電鉄　白浜の宮駅,徒歩10分,自動車・バイク・自転車・徒歩（送迎バスあり）,あり,日勤のみ,8時30分 ～ 17時05分,45分,土日休み,会社カレンダーあり,"""即日可 要相談""","50,000円/月",不問,電気制御回路の解読：各電気機器の名称、役割の理解と制御回路が読むことが出来る,兵庫県 姫路市
A-104派生1,A-104,群馬県,,設備保全,電気,半導体メーカー,2,群馬県高崎市西横手111,半導体設備（試験機・検査機器等）の点検・保守,日勤・土日祝休み、残業少な目,JR高崎駅,車40分,送迎バス・自家用車・自転車,有り,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,即日可能,なし,男性,未経験者歓迎（30歳まで）,群馬県 高崎市
A-104派生2,A-104,群馬県,,設備保全,電気,半導体メーカー,2,群馬県高崎市西横手111,半導体設備（試験機・検査機器等）の点検・保守,日勤・土日祝休み、残業少な目,JR高崎駅,車40分,送迎バス・自家用車・自転車,有り,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,即日可能,なし,男性,未経験者歓迎（30歳まで）,群馬県 高崎市
A-104派生3,A-104,群馬県,,設備保全,電気,半導体メーカー,2,群馬県高崎市西横手111,半導体設備（試験機・検査機器等）の点検・保守,日勤・土日祝休み、残業少な目,JR高崎駅,車40分,送迎バス・自家用車・自転車,有り,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,即日可能,なし,男性,未経験者歓迎（30歳まで）,群馬県 高崎市
A-104派生4,A-104,群馬県,,設備保全,電気,半導体メーカー,2,群馬県高崎市西横手111,半導体設備（試験機・検査機器等）の点検・保守,日勤・土日祝休み、残業少な目,JR高崎駅,車40分,送迎バス・自家用車・自転車,有り,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,即日可能,なし,男性,未経験者歓迎（30歳まで）,群馬県 高崎市
A-104派生5,A-104,群馬県,,設備保全,電気,半導体メーカー,2,群馬県高崎市西横手111,半導体設備（試験機・検査機器等）の点検・保守,日勤・土日祝休み、残業少な目,JR高崎駅,車40分,送迎バス・自家用車・自転車,有り,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,即日可能,なし,男性,未経験者歓迎（30歳まで）,群馬県 高崎市
A-106派生1,A-106,神奈川県,,IT,IT,ITメーカー,7,神奈川県川崎市幸区北加瀬二丁目５８５番１号,サーバーセンターの監視業務,"""3勤3休夜勤有り 月15日出勤で15日休みです""",新川崎駅,徒歩10分,電車・徒歩,なし,,8:45～21:15　21:00～9:00,60分,,シフト制,10月23日,なし,男性,少人数での夜勤勤務で男性が多い為、男性優遇,神奈川県 川崎市
A-106派生2,A-106,神奈川県,,IT,IT,ITメーカー,7,神奈川県川崎市幸区北加瀬二丁目５８５番１号,サーバーセンターの監視業務,"""3勤3休夜勤有り 月15日出勤で15日休みです""",新川崎駅,徒歩10分,電車・徒歩,なし,,8:45～21:15　21:00～9:00,60分,,シフト制,10月23日,なし,男性,少人数での夜勤勤務で男性が多い為、男性優遇,神奈川県 川崎市
A-106派生3,A-106,神奈川県,,IT,IT,ITメーカー,7,神奈川県川崎市幸区北加瀬二丁目５８５番１号,サーバーセンターの監視業務,"""3勤3休夜勤有り 月15日出勤で15日休みです""",新川崎駅,徒歩10分,電車・徒歩,なし,,8:45～21:15　21:00～9:00,60分,,シフト制,10月23日,なし,男性,少人数での夜勤勤務で男性が多い為、男性優遇,神奈川県 川崎市
A-106派生4,A-106,神奈川県,,IT,IT,ITメーカー,7,神奈川県川崎市幸区北加瀬二丁目５８５番１号,サーバーセンターの監視業務,"""3勤3休夜勤有り 月15日出勤で15日休みです""",新川崎駅,徒歩10分,電車・徒歩,なし,,8:45～21:15　21:00～9:00,60分,,シフト制,10月23日,なし,男性,少人数での夜勤勤務で男性が多い為、男性優遇,神奈川県 川崎市
A-106派生5,A-106,神奈川県,,IT,IT,ITメーカー,7,神奈川県川崎市幸区北加瀬二丁目５８５番１号,サーバーセンターの監視業務,"""3勤3休夜勤有り 月15日出勤で15日休みです""",新川崎駅,徒歩10分,電車・徒歩,なし,,8:45～21:15　21:00～9:00,60分,,シフト制,10月23日,なし,男性,少人数での夜勤勤務で男性が多い為、男性優遇,神奈川県 川崎市
A-107派生1,A-107,佐賀県,佐賀,ICT,電気,半導体メーカー,1,佐賀県伊万里市山代町久原1-52,ヘルプ業務全般、及びシステムインフラ作業に関する業務支援,未経験者歓迎,伊万里駅,15分,自動車・原付バイク,無し,日勤のみ,8:00～16:45,60分,土日休み,日勤・土日祝会社カレンダー,10/1～,,,"""未経験者歓迎／情報系の知識は必要ございません。 PCに抵抗が無い方募集／コミュニケーション力は必須""",佐賀県 伊万里市
A-107派生2,A-107,佐賀県,佐賀,ICT,電気,半導体メーカー,1,佐賀県伊万里市山代町久原1-52,ヘルプ業務全般、及びシステムインフラ作業に関する業務支援,未経験者歓迎,伊万里駅,15分,自動車・原付バイク,無し,日勤のみ,8:00～16:45,60分,土日休み,日勤・土日祝会社カレンダー,10/1～,,,"""未経験者歓迎／情報系の知識は必要ございません。 PCに抵抗が無い方募集／コミュニケーション力は必須""",佐賀県 伊万里市
A-107派生3,A-107,佐賀県,佐賀,ICT,電気,半導体メーカー,1,佐賀県伊万里市山代町久原1-52,ヘルプ業務全般、及びシステムインフラ作業に関する業務支援,未経験者歓迎,伊万里駅,15分,自動車・原付バイク,無し,日勤のみ,8:00～16:45,60分,土日休み,日勤・土日祝会社カレンダー,10/1～,,,"""未経験者歓迎／情報系の知識は必要ございません。 PCに抵抗が無い方募集／コミュニケーション力は必須""",佐賀県 伊万里市
A-107派生4,A-107,佐賀県,佐賀,ICT,電気,半導体メーカー,1,佐賀県伊万里市山代町久原1-52,ヘルプ業務全般、及びシステムインフラ作業に関する業務支援,未経験者歓迎,伊万里駅,15分,自動車・原付バイク,無し,日勤のみ,8:00～16:45,60分,土日休み,日勤・土日祝会社カレンダー,10/1～,,,"""未経験者歓迎／情報系の知識は必要ございません。 PCに抵抗が無い方募集／コミュニケーション力は必須""",佐賀県 伊万里市
A-107派生5,A-107,佐賀県,佐賀,ICT,電気,半導体メーカー,1,佐賀県伊万里市山代町久原1-52,ヘルプ業務全般、及びシステムインフラ作業に関する業務支援,未経験者歓迎,伊万里駅,15分,自動車・原付バイク,無し,日勤のみ,8:00～16:45,60分,土日休み,日勤・土日祝会社カレンダー,10/1～,,,"""未経験者歓迎／情報系の知識は必要ございません。 PCに抵抗が無い方募集／コミュニケーション力は必須""",佐賀県 伊万里市
A-108派生1,A-108,広島県,広島,機械エンジニア,機械,自動車部品メーカー,,広島県東広島市寺家産業団地5番1号,新製品の金型の設計・開発業務,未経験歓迎　意欲のある方大募集,寺家駅,車10分,自動車・バイク・自転車,有り,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,PC操作　車運転可能な方,広島県 東広島市
A-108派生2,A-108,広島県,広島,機械エンジニア,機械,自動車部品メーカー,,広島県東広島市寺家産業団地5番1号,新製品の金型の設計・開発業務,未経験歓迎　意欲のある方大募集,寺家駅,車10分,自動車・バイク・自転車,有り,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,PC操作　車運転可能な方,広島県 東広島市
A-108派生3,A-108,広島県,広島,機械エンジニア,機械,自動車部品メーカー,,広島県東広島市寺家産業団地5番1号,新製品の金型の設計・開発業務,未経験歓迎　意欲のある方大募集,寺家駅,車10分,自動車・バイク・自転車,有り,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,PC操作　車運転可能な方,広島県 東広島市
A-108派生4,A-108,広島県,広島,機械エンジニア,機械,自動車部品メーカー,,広島県東広島市寺家産業団地5番1号,新製品の金型の設計・開発業務,未経験歓迎　意欲のある方大募集,寺家駅,車10分,自動車・バイク・自転車,有り,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,PC操作　車運転可能な方,広島県 東広島市
A-108派生5,A-108,広島県,広島,機械エンジニア,機械,自動車部品メーカー,,広島県東広島市寺家産業団地5番1号,新製品の金型の設計・開発業務,未経験歓迎　意欲のある方大募集,寺家駅,車10分,自動車・バイク・自転車,有り,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,PC操作　車運転可能な方,広島県 東広島市
A-109派生1,A-109,埼玉県,大宮,IT,IT,大手建設会社,2,埼玉県川越市南台1-10-4,システム運用保守、ツール解析,日勤・土日休み,西武新宿線　南大塚駅,徒歩15分,自動車・電車・バス,なし,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,IT業務経験者,埼玉県 川越市
A-109派生2,A-109,埼玉県,大宮,IT,IT,大手建設会社,2,埼玉県川越市南台1-10-4,システム運用保守、ツール解析,日勤・土日休み,西武新宿線　南大塚駅,徒歩15分,自動車・電車・バス,なし,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,IT業務経験者,埼玉県 川越市
A-109派生3,A-109,埼玉県,大宮,IT,IT,大手建設会社,2,埼玉県川越市南台1-10-4,システム運用保守、ツール解析,日勤・土日休み,西武新宿線　南大塚駅,徒歩15分,自動車・電車・バス,なし,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,IT業務経験者,埼玉県 川越市
A-109派生4,A-109,埼玉県,大宮,IT,IT,大手建設会社,2,埼玉県川越市南台1-10-4,システム運用保守、ツール解析,日勤・土日休み,西武新宿線　南大塚駅,徒歩15分,自動車・電車・バス,なし,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,IT業務経験者,埼玉県 川越市
A-109派生5,A-109,埼玉県,大宮,IT,IT,大手建設会社,2,埼玉県川越市南台1-10-4,システム運用保守、ツール解析,日勤・土日休み,西武新宿線　南大塚駅,徒歩15分,自動車・電車・バス,なし,日勤のみ,8:30～17:15,60分,土日休み,会社カレンダーあり,"""即日可 要相談""",なし,不問,IT業務経験者,埼玉県 川越市
A-112派生1,A-112,東京都,品川、新宿,IT,IT,ICT支援員,1,東京都千代田区外神田６丁目１５−１２,多摩市内の小中学校にてICT機器の支援（学校訪問）,日勤・土日休み・残業月に10時間以内,訪問学校最寄り駅,訪問学校による,自動車・電車・バス・徒歩,なし,日勤のみ,8:45～16:45  9:15～17:15,60分,土日休み,土日休み,9月24日,なし,不問,交通費全額支給、1年以上の勤務できる方,東京都 千代田区
A-112派生2,A-112,東京都,品川、新宿,IT,IT,ICT支援員,1,東京都千代田区外神田６丁目１５−１２,多摩市内の小中学校にてICT機器の支援（学校訪問）,日勤・土日休み・残業月に10時間以内,訪問学校最寄り駅,訪問学校による,自動車・電車・バス・徒歩,なし,日勤のみ,8:45～16:45  9:15～17:15,60分,土日休み,土日休み,9月24日,なし,不問,交通費全額支給、1年以上の勤務できる方,東京都 千代田区
A-112派生3,A-112,東京都,品川、新宿,IT,IT,ICT支援員,1,東京都千代田区外神田６丁目１５−１２,多摩市内の小中学校にてICT機器の支援（学校訪問）,日勤・土日休み・残業月に10時間以内,訪問学校最寄り駅,訪問学校による,自動車・電車・バス・徒歩,なし,日勤のみ,8:45～16:45  9:15～17:15,60分,土日休み,土日休み,9月24日,なし,不問,交通費全額支給、1年以上の勤務できる方,東京都 千代田区
A-112派生4,A-112,東京都,品川、新宿,IT,IT,ICT支援員,1,東京都千代田区外神田６丁目１５−１２,多摩市内の小中学校にてICT機器の支援（学校訪問）,日勤・土日休み・残業月に10時間以内,訪問学校最寄り駅,訪問学校による,自動車・電車・バス・徒歩,なし,日勤のみ,8:45～16:45  9:15～17:15,60分,土日休み,土日休み,9月24日,なし,不問,交通費全額支給、1年以上の勤務できる方,東京都 千代田区
A-112派生5,A-112,東京都,品川、新宿,IT,IT,ICT支援員,1,東京都千代田区外神田６丁目１５−１２,多摩市内の小中学校にてICT機器の支援（学校訪問）,日勤・土日休み・残業月に10時間以内,訪問学校最寄り駅,訪問学校による,自動車・電車・バス・徒歩,なし,日勤のみ,8:45～16:45  9:15～17:15,60分,土日休み,土日休み,9月24日,なし,不問,交通費全額支給、1年以上の勤務できる方,東京都 千代田区
A-114派生1,A-114,兵庫県,大阪,設備保守,電気,電気工事会社,1,兵庫県神戸市,基地局内設備保守,日勤・土日祝休み、高所作業あり（３m～５m）,JR三ノ宮駅,,直行直帰,なし,日勤のみ,9:00～18:00,60分,土日祝,会社カレンダーあり,即日可能,なし,不問,"""・運転免許必須・第三級陸上特殊無線技士以上の取得者のみ ※第二級、第一級取得者優遇""",兵庫県 神戸市
A-114派生2,A-114,兵庫県,大阪,設備保守,電気,電気工事会社,1,兵庫県神戸市,基地局内設備保守,日勤・土日祝休み、高所作業あり（３m～５m）,JR三ノ宮駅,,直行直帰,なし,日勤のみ,9:00～18:00,60分,土日祝,会社カレンダーあり,即日可能,なし,不問,"""・運転免許必須・第三級陸上特殊無線技士以上の取得者のみ ※第二級、第一級取得者優遇""",兵庫県 神戸市
A-114派生3,A-114,兵庫県,大阪,設備保守,電気,電気工事会社,1,兵庫県神戸市,基地局内設備保守,日勤・土日祝休み、高所作業あり（３m～５m）,JR三ノ宮駅,,直行直帰,なし,日勤のみ,9:00～18:00,60分,土日祝,会社カレンダーあり,即日可能,なし,不問,"""・運転免許必須・第三級陸上特殊無線技士以上の取得者のみ ※第二級、第一級取得者優遇""",兵庫県 神戸市
A-114派生4,A-114,兵庫県,大阪,設備保守,電気,電気工事会社,1,兵庫県神戸市,基地局内設備保守,日勤・土日祝休み、高所作業あり（３m～５m）,JR三ノ宮駅,,直行直帰,なし,日勤のみ,9:00～18:00,60分,土日祝,会社カレンダーあり,即日可能,なし,不問,"""・運転免許必須・第三級陸上特殊無線技士以上の取得者のみ ※第二級、第一級取得者優遇""",兵庫県 神戸市
A-114派生5,A-114,兵庫県,大阪,設備保守,電気,電気工事会社,1,兵庫県神戸市,基地局内設備保守,日勤・土日祝休み、高所作業あり（３m～５m）,JR三ノ宮駅,,直行直帰,なし,日勤のみ,9:00～18:00,60分,土日祝,会社カレンダーあり,即日可能,なし,不問,"""・運転免許必須・第三級陸上特殊無線技士以上の取得者のみ ※第二級、第一級取得者優遇""",兵庫県 神戸市
A-116派生1,A-116,栃木県,小山,サポートデスク（チャット）,IT,ITメーカー,1,栃木県小山市横倉新田400 ,海外顧客からのシステム関連問い合わせをメール（英文）にて対応,長期に活躍可能です。　配属後の研修有,JR小山駅,車15分,自動車・バイク・自転車,無し,日勤のみ,"""9:00～18:00 9：00～19：00""",60分,土日休み,会社カレンダーあり,11月1日,,不問,PC操作可能・ヘルプデスク経験があれば尚可・英文のやり取りが可能な方,栃木県 小山市
A-116派生2,A-116,栃木県,小山,サポートデスク（チャット）,IT,ITメーカー,1,栃木県小山市横倉新田400 ,海外顧客からのシステム関連問い合わせをメール（英文）にて対応,長期に活躍可能です。　配属後の研修有,JR小山駅,車15分,自動車・バイク・自転車,無し,日勤のみ,"""9:00～18:00 9：00～19：00""",60分,土日休み,会社カレンダーあり,11月1日,,不問,PC操作可能・ヘルプデスク経験があれば尚可・英文のやり取りが可能な方,栃木県 小山市
A-116派生3,A-116,栃木県,小山,サポートデスク（チャット）,IT,ITメーカー,1,栃木県小山市横倉新田400 ,海外顧客からのシステム関連問い合わせをメール（英文）にて対応,長期に活躍可能です。　配属後の研修有,JR小山駅,車15分,自動車・バイク・自転車,無し,日勤のみ,"""9:00～18:00 9：00～19：00""",60分,土日休み,会社カレンダーあり,11月1日,,不問,PC操作可能・ヘルプデスク経験があれば尚可・英文のやり取りが可能な方,栃木県 小山市
A-116派生4,A-116,栃木県,小山,サポートデスク（チャット）,IT,ITメーカー,1,栃木県小山市横倉新田400 ,海外顧客からのシステム関連問い合わせをメール（英文）にて対応,長期に活躍可能です。　配属後の研修有,JR小山駅,車15分,自動車・バイク・自転車,無し,日勤のみ,"""9:00～18:00 9：00～19：00""",60分,土日休み,会社カレンダーあり,11月1日,,不問,PC操作可能・ヘルプデスク経験があれば尚可・英文のやり取りが可能な方,栃木県 小山市
A-116派生5,A-116,栃木県,小山,サポートデスク（チャット）,IT,ITメーカー,1,栃木県小山市横倉新田400 ,海外顧客からのシステム関連問い合わせをメール（英文）にて対応,長期に活躍可能です。　配属後の研修有,JR小山駅,車15分,自動車・バイク・自転車,無し,日勤のみ,"""9:00～18:00 9：00～19：00""",60分,土日休み,会社カレンダーあり,11月1日,,不問,PC操作可能・ヘルプデスク経験があれば尚可・英文のやり取りが可能な方,栃木県 小山市
A-117派生1,A-117,兵庫県,大阪,電気系エンジニア,電気,電機メーカー,5,兵庫県神戸市兵庫区和田岬,電気評価（地方へ出張しての業務がメイン）,電気知識活かせます！,神戸市営地下鉄和田岬,,,,日勤のみ,8:30～17:15,45分,土日祝,会社カレンダーあり,応相談,なし,男性,電気系学校卒業者歓迎、電気系知識あれば未経験可！,兵庫県 神戸市
A-117派生2,A-117,兵庫県,大阪,電気系エンジニア,電気,電機メーカー,5,兵庫県神戸市兵庫区和田岬,電気評価（地方へ出張しての業務がメイン）,電気知識活かせます！,神戸市営地下鉄和田岬,,,,日勤のみ,8:30～17:15,45分,土日祝,会社カレンダーあり,応相談,なし,男性,電気系学校卒業者歓迎、電気系知識あれば未経験可！,兵庫県 神戸市
A-117派生3,A-117,兵庫県,大阪,電気系エンジニア,電気,電機メーカー,5,兵庫県神戸市兵庫区和田岬,電気評価（地方へ出張しての業務がメイン）,電気知識活かせます！,神戸市営地下鉄和田岬,,,,日勤のみ,8:30～17:15,45分,土日祝,会社カレンダーあり,応相談,なし,男性,電気系学校卒業者歓迎、電気系知識あれば未経験可！,兵庫県 神戸市
A-117派生4,A-117,兵庫県,大阪,電気系エンジニア,電気,電機メーカー,5,兵庫県神戸市兵庫区和田岬,電気評価（地方へ出張しての業務がメイン）,電気知識活かせます！,神戸市営地下鉄和田岬,,,,日勤のみ,8:30～17:15,45分,土日祝,会社カレンダーあり,応相談,なし,男性,電気系学校卒業者歓迎、電気系知識あれば未経験可！,兵庫県 神戸市
A-117派生5,A-117,兵庫県,大阪,電気系エンジニア,電気,電機メーカー,5,兵庫県神戸市兵庫区和田岬,電気評価（地方へ出張しての業務がメイン）,電気知識活かせます！,神戸市営地下鉄和田岬,,,,日勤のみ,8:30～17:15,45分,土日祝,会社カレンダーあり,応相談,なし,男性,電気系学校卒業者歓迎、電気系知識あれば未経験可！,兵庫県 神戸市
A-118派生1,A-118,和歌山県,和歌山,機械・電気系エンジニア,電気,電機メーカー,4,和歌山県和歌山市手平,業務用空調機および関連部品の設計補助業務,学歴・職歴を活かせる仕事です！,JR宮前駅,徒歩10分,自動車・バイク・自転車,なし,日勤のみ,8:30～17:00,45分,土日祝,会社カレンダーあり,応相談,なし,不問,機械・電気系の学歴（工学部卒など）＋業務経験保有者,和歌山県 和歌山市
A-118派生2,A-118,和歌山県,和歌山,機械・電気系エンジニア,電気,電機メーカー,4,和歌山県和歌山市手平,業務用空調機および関連部品の設計補助業務,学歴・職歴を活かせる仕事です！,JR宮前駅,徒歩10分,自動車・バイク・自転車,なし,日勤のみ,8:30～17:00,45分,土日祝,会社カレンダーあり,応相談,なし,不問,機械・電気系の学歴（工学部卒など）＋業務経験保有者,和歌山県 和歌山市
