管理番号,No.,都道府県,面接拠点,分野,種別,名称,募集人数,派遣先事業所住所,業務内容,案件キャッチコピー,最寄り駅,最寄り駅より車で,通勤方法,送迎バス,日勤のみフラグ,就業時間,休憩,土日休みフラグ,勤務形態・休日,入社予定日,社宅補助（契約社員）,性別,備考,勤務地市町村
A-20派生3,A-20,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,生産技術サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 安城市
A-20派生4,A-20,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,生産技術サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 安城市
A-20派生5,A-20,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,生産技術サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 安城市
A-21派生1,A-21,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,生産管理サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 安城市
A-21派生2,A-21,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,生産管理サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 安城市
A-21派生3,A-21,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,生産管理サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 安城市
A-21派生4,A-21,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,生産管理サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 安城市
A-21派生5,A-21,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,生産管理サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 安城市
A-22派生1,A-22,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,品質検査サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 安城市
A-22派生2,A-22,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,品質検査サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 安城市
A-22派生3,A-22,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,品質検査サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 安城市
A-22派生4,A-22,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,品質検査サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 安城市
A-22派生5,A-22,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県安城市高棚町新道1,品質検査サポート,未経験者でもスタートできるエンジニア職！,JR東刈谷駅,自動車10分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 安城市
A-23派生1,A-23,愛知県,,エンジニア,IT,大手ＩＴ会社,3,愛知県豊田市トヨタ町１,システムの維持管理,未経験者でもスタートできるエンジニア職！,愛知環状鉄道三河豊田駅,徒歩3分,電車・バス・自動車・バイク・自転車,無,日勤のみ,9:00～18:00,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,未経験でもNWエンジニアになれるチャンス！,愛知県 豊田市
A-23派生2,A-23,愛知県,,エンジニア,IT,大手ＩＴ会社,3,愛知県豊田市トヨタ町１,システムの維持管理,未経験者でもスタートできるエンジニア職！,愛知環状鉄道三河豊田駅,徒歩3分,電車・バス・自動車・バイク・自転車,無,日勤のみ,9:00～18:00,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,未経験でもNWエンジニアになれるチャンス！,愛知県 豊田市
A-23派生3,A-23,愛知県,,エンジニア,IT,大手ＩＴ会社,3,愛知県豊田市トヨタ町１,システムの維持管理,未経験者でもスタートできるエンジニア職！,愛知環状鉄道三河豊田駅,徒歩3分,電車・バス・自動車・バイク・自転車,無,日勤のみ,9:00～18:00,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,未経験でもNWエンジニアになれるチャンス！,愛知県 豊田市
A-23派生4,A-23,愛知県,,エンジニア,IT,大手ＩＴ会社,3,愛知県豊田市トヨタ町１,システムの維持管理,未経験者でもスタートできるエンジニア職！,愛知環状鉄道三河豊田駅,徒歩3分,電車・バス・自動車・バイク・自転車,無,日勤のみ,9:00～18:00,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,未経験でもNWエンジニアになれるチャンス！,愛知県 豊田市
A-23派生5,A-23,愛知県,,エンジニア,IT,大手ＩＴ会社,3,愛知県豊田市トヨタ町１,システムの維持管理,未経験者でもスタートできるエンジニア職！,愛知環状鉄道三河豊田駅,徒歩3分,電車・バス・自動車・バイク・自転車,無,日勤のみ,9:00～18:00,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,未経験でもNWエンジニアになれるチャンス！,愛知県 豊田市
A-25派生1,A-25,,,エンジニア,機械,自動車部品メーカー,1,静岡県湖西市梅田390,"""ラインのテスト流動サポート（テスト流動用の部品の集約、 設備への部品投入作業、流動後の製品の解体・運搬等）・データ入力""",,JR東海道　新所原駅,徒歩　10分,自動車・自転車・送迎バス・徒歩,有,,8:40-17:4０,1時間,,"""休日：土・日 派遣先カレンダーに準ずる""",2024/３月～,,,日勤のみ・未経験者歓迎,静岡県 湖西市
A-25派生2,A-25,,,エンジニア,機械,自動車部品メーカー,1,静岡県湖西市梅田390,"""ラインのテスト流動サポート（テスト流動用の部品の集約、 設備への部品投入作業、流動後の製品の解体・運搬等）・データ入力""",,JR東海道　新所原駅,徒歩　10分,自動車・自転車・送迎バス・徒歩,有,,8:40-17:4０,1時間,,"""休日：土・日 派遣先カレンダーに準ずる""",2024/３月～,,,日勤のみ・未経験者歓迎,静岡県 湖西市
A-25派生3,A-25,,,エンジニア,機械,自動車部品メーカー,1,静岡県湖西市梅田390,"""ラインのテスト流動サポート（テスト流動用の部品の集約、 設備への部品投入作業、流動後の製品の解体・運搬等）・データ入力""",,JR東海道　新所原駅,徒歩　10分,自動車・自転車・送迎バス・徒歩,有,,8:40-17:4０,1時間,,"""休日：土・日 派遣先カレンダーに準ずる""",2024/３月～,,,日勤のみ・未経験者歓迎,静岡県 湖西市
A-25派生4,A-25,,,エンジニア,機械,自動車部品メーカー,1,静岡県湖西市梅田390,"""ラインのテスト流動サポート（テスト流動用の部品の集約、 設備への部品投入作業、流動後の製品の解体・運搬等）・データ入力""",,JR東海道　新所原駅,徒歩　10分,自動車・自転車・送迎バス・徒歩,有,,8:40-17:4０,1時間,,"""休日：土・日 派遣先カレンダーに準ずる""",2024/３月～,,,日勤のみ・未経験者歓迎,静岡県 湖西市
A-25派生5,A-25,,,エンジニア,機械,自動車部品メーカー,1,静岡県湖西市梅田390,"""ラインのテスト流動サポート（テスト流動用の部品の集約、 設備への部品投入作業、流動後の製品の解体・運搬等）・データ入力""",,JR東海道　新所原駅,徒歩　10分,自動車・自転車・送迎バス・徒歩,有,,8:40-17:4０,1時間,,"""休日：土・日 派遣先カレンダーに準ずる""",2024/３月～,,,日勤のみ・未経験者歓迎,静岡県 湖西市
A-26派生1,A-26,,,エンジニア,機械,自動車部品メーカー,1,静岡県湖西市梅田390,設備の定期診断・点検業務　　　異常時報告・施設内の配管調査・データ入力,,JR東海道　新所原駅,徒歩　10分,自動車・自転車・送迎バス・徒歩,有,,8:40-17:4０,1時間,,"""休日：土・日 派遣先カレンダーに準ずる""",2024/３月～,,,日勤のみ・未経験者歓迎,静岡県 湖西市
A-26派生2,A-26,,,エンジニア,機械,自動車部品メーカー,1,静岡県湖西市梅田390,設備の定期診断・点検業務　　　異常時報告・施設内の配管調査・データ入力,,JR東海道　新所原駅,徒歩　10分,自動車・自転車・送迎バス・徒歩,有,,8:40-17:4０,1時間,,"""休日：土・日 派遣先カレンダーに準ずる""",2024/３月～,,,日勤のみ・未経験者歓迎,静岡県 湖西市
A-26派生3,A-26,,,エンジニア,機械,自動車部品メーカー,1,静岡県湖西市梅田390,設備の定期診断・点検業務　　　異常時報告・施設内の配管調査・データ入力,,JR東海道　新所原駅,徒歩　10分,自動車・自転車・送迎バス・徒歩,有,,8:40-17:4０,1時間,,"""休日：土・日 派遣先カレンダーに準ずる""",2024/３月～,,,日勤のみ・未経験者歓迎,静岡県 湖西市
A-26派生4,A-26,,,エンジニア,機械,自動車部品メーカー,1,静岡県湖西市梅田390,設備の定期診断・点検業務　　　異常時報告・施設内の配管調査・データ入力,,JR東海道　新所原駅,徒歩　10分,自動車・自転車・送迎バス・徒歩,有,,8:40-17:4０,1時間,,"""休日：土・日 派遣先カレンダーに準ずる""",2024/３月～,,,日勤のみ・未経験者歓迎,静岡県 湖西市
A-26派生5,A-26,,,エンジニア,機械,自動車部品メーカー,1,静岡県湖西市梅田390,設備の定期診断・点検業務　　　異常時報告・施設内の配管調査・データ入力,,JR東海道　新所原駅,徒歩　10分,自動車・自転車・送迎バス・徒歩,有,,8:40-17:4０,1時間,,"""休日：土・日 派遣先カレンダーに準ずる""",2024/３月～,,,日勤のみ・未経験者歓迎,静岡県 湖西市
A-30派生1,A-30,愛知県,,エンジニア,IT,大手ＩＴ会社,3,愛知県名古屋市中区三の丸1-9-1,システムの保守,未経験者でもスタートできるエンジニア職！,地下鉄桜通線　丸の内駅,徒歩10分,電車・バス・自転車,無,日勤のみ,9:00～17:30,60分,土日休み,5勤2休　※カレンダー通り,1月より開始,,,日勤のみ・IT未経験者歓迎,愛知県 名古屋市
A-30派生2,A-30,愛知県,,エンジニア,IT,大手ＩＴ会社,3,愛知県名古屋市中区三の丸1-9-1,システムの保守,未経験者でもスタートできるエンジニア職！,地下鉄桜通線　丸の内駅,徒歩10分,電車・バス・自転車,無,日勤のみ,9:00～17:30,60分,土日休み,5勤2休　※カレンダー通り,1月より開始,,,日勤のみ・IT未経験者歓迎,愛知県 名古屋市
A-30派生3,A-30,愛知県,,エンジニア,IT,大手ＩＴ会社,3,愛知県名古屋市中区三の丸1-9-1,システムの保守,未経験者でもスタートできるエンジニア職！,地下鉄桜通線　丸の内駅,徒歩10分,電車・バス・自転車,無,日勤のみ,9:00～17:30,60分,土日休み,5勤2休　※カレンダー通り,1月より開始,,,日勤のみ・IT未経験者歓迎,愛知県 名古屋市
A-30派生4,A-30,愛知県,,エンジニア,IT,大手ＩＴ会社,3,愛知県名古屋市中区三の丸1-9-1,システムの保守,未経験者でもスタートできるエンジニア職！,地下鉄桜通線　丸の内駅,徒歩10分,電車・バス・自転車,無,日勤のみ,9:00～17:30,60分,土日休み,5勤2休　※カレンダー通り,1月より開始,,,日勤のみ・IT未経験者歓迎,愛知県 名古屋市
A-30派生5,A-30,愛知県,,エンジニア,IT,大手ＩＴ会社,3,愛知県名古屋市中区三の丸1-9-1,システムの保守,未経験者でもスタートできるエンジニア職！,地下鉄桜通線　丸の内駅,徒歩10分,電車・バス・自転車,無,日勤のみ,9:00～17:30,60分,土日休み,5勤2休　※カレンダー通り,1月より開始,,,日勤のみ・IT未経験者歓迎,愛知県 名古屋市
A-31派生1,A-31,,,エンジニア,機械,生産技術,1,静岡県富士市蓼原336番地,空調機、コンプレッサーの等の開発における試作、評価、生産技術,,JR　富士駅,バス　１０分,自動車・自転車・送迎バス・徒歩,有（無料）,,8:00~16:45,60分,,5勤2休　※カレンダー通り,2024/１月～,,,日勤のみ・現場リーダー経験者歓迎,静岡県 富士市
A-31派生2,A-31,,,エンジニア,機械,生産技術,1,静岡県富士市蓼原336番地,空調機、コンプレッサーの等の開発における試作、評価、生産技術,,JR　富士駅,バス　１０分,自動車・自転車・送迎バス・徒歩,有（無料）,,8:00~16:45,60分,,5勤2休　※カレンダー通り,2024/１月～,,,日勤のみ・現場リーダー経験者歓迎,静岡県 富士市
A-31派生3,A-31,,,エンジニア,機械,生産技術,1,静岡県富士市蓼原336番地,空調機、コンプレッサーの等の開発における試作、評価、生産技術,,JR　富士駅,バス　１０分,自動車・自転車・送迎バス・徒歩,有（無料）,,8:00~16:45,60分,,5勤2休　※カレンダー通り,2024/１月～,,,日勤のみ・現場リーダー経験者歓迎,静岡県 富士市
A-31派生4,A-31,,,エンジニア,機械,生産技術,1,静岡県富士市蓼原336番地,空調機、コンプレッサーの等の開発における試作、評価、生産技術,,JR　富士駅,バス　１０分,自動車・自転車・送迎バス・徒歩,有（無料）,,8:00~16:45,60分,,5勤2休　※カレンダー通り,2024/１月～,,,日勤のみ・現場リーダー経験者歓迎,静岡県 富士市
A-31派生5,A-31,,,エンジニア,機械,生産技術,1,静岡県富士市蓼原336番地,空調機、コンプレッサーの等の開発における試作、評価、生産技術,,JR　富士駅,バス　１０分,自動車・自転車・送迎バス・徒歩,有（無料）,,8:00~16:45,60分,,5勤2休　※カレンダー通り,2024/１月～,,,日勤のみ・現場リーダー経験者歓迎,静岡県 富士市
A-32派生1,A-32,,,エンジニア,電気,フィールドエンジニア,2,愛知県刈谷市半城土町生出104-11,ロボット商品の点検・現調・修理及びその補助,,JR　東刈谷,車９分,電車・バス・自動車・バイク・自転車,無,,8:40-17:10,45分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 刈谷市
A-32派生2,A-32,,,エンジニア,電気,フィールドエンジニア,2,愛知県刈谷市半城土町生出104-11,ロボット商品の点検・現調・修理及びその補助,,JR　東刈谷,車９分,電車・バス・自動車・バイク・自転車,無,,8:40-17:10,45分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 刈谷市
A-32派生3,A-32,,,エンジニア,電気,フィールドエンジニア,2,愛知県刈谷市半城土町生出104-11,ロボット商品の点検・現調・修理及びその補助,,JR　東刈谷,車９分,電車・バス・自動車・バイク・自転車,無,,8:40-17:10,45分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 刈谷市
A-32派生4,A-32,,,エンジニア,電気,フィールドエンジニア,2,愛知県刈谷市半城土町生出104-11,ロボット商品の点検・現調・修理及びその補助,,JR　東刈谷,車９分,電車・バス・自動車・バイク・自転車,無,,8:40-17:10,45分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 刈谷市
A-32派生5,A-32,,,エンジニア,電気,フィールドエンジニア,2,愛知県刈谷市半城土町生出104-11,ロボット商品の点検・現調・修理及びその補助,,JR　東刈谷,車９分,電車・バス・自動車・バイク・自転車,無,,8:40-17:10,45分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 刈谷市
A-34派生1,A-34,,,エンジニア,IT,大手ＩＴ会社,1,山形県山形市城南町1-1-1　霞城セントラル17F,AWSでのインフラ設計・構築業務,C♯・AWS経験者募集！　日勤のみの職場です。,JR　山形駅,徒歩３分,電車・バス・徒歩,無,,8:30～17:30,,,5勤2休　※派遣先カレンダーに準ずる,即日,,,"""日勤のみ。AWSプラクティショナーなどの資格を保有していれば尚可。 未経験でもAWSの知識とやる気があれば歓迎""",山形県 山形市
A-34派生2,A-34,,,エンジニア,IT,大手ＩＴ会社,1,山形県山形市城南町1-1-1　霞城セントラル17F,AWSでのインフラ設計・構築業務,C♯・AWS経験者募集！　日勤のみの職場です。,JR　山形駅,徒歩３分,電車・バス・徒歩,無,,8:30～17:30,,,5勤2休　※派遣先カレンダーに準ずる,即日,,,"""日勤のみ。AWSプラクティショナーなどの資格を保有していれば尚可。 未経験でもAWSの知識とやる気があれば歓迎""",山形県 山形市
A-34派生3,A-34,,,エンジニア,IT,大手ＩＴ会社,1,山形県山形市城南町1-1-1　霞城セントラル17F,AWSでのインフラ設計・構築業務,C♯・AWS経験者募集！　日勤のみの職場です。,JR　山形駅,徒歩３分,電車・バス・徒歩,無,,8:30～17:30,,,5勤2休　※派遣先カレンダーに準ずる,即日,,,"""日勤のみ。AWSプラクティショナーなどの資格を保有していれば尚可。 未経験でもAWSの知識とやる気があれば歓迎""",山形県 山形市
A-34派生4,A-34,,,エンジニア,IT,大手ＩＴ会社,1,山形県山形市城南町1-1-1　霞城セントラル17F,AWSでのインフラ設計・構築業務,C♯・AWS経験者募集！　日勤のみの職場です。,JR　山形駅,徒歩３分,電車・バス・徒歩,無,,8:30～17:30,,,5勤2休　※派遣先カレンダーに準ずる,即日,,,"""日勤のみ。AWSプラクティショナーなどの資格を保有していれば尚可。 未経験でもAWSの知識とやる気があれば歓迎""",山形県 山形市
A-34派生5,A-34,,,エンジニア,IT,大手ＩＴ会社,1,山形県山形市城南町1-1-1　霞城セントラル17F,AWSでのインフラ設計・構築業務,C♯・AWS経験者募集！　日勤のみの職場です。,JR　山形駅,徒歩３分,電車・バス・徒歩,無,,8:30～17:30,,,5勤2休　※派遣先カレンダーに準ずる,即日,,,"""日勤のみ。AWSプラクティショナーなどの資格を保有していれば尚可。 未経験でもAWSの知識とやる気があれば歓迎""",山形県 山形市
A-35派生1,A-35,,,エンジニア,電気,フィールドエンジニア,5,愛知県岡崎市康生通り南3-3 マルワビル,工事・保守業務：社有車を使用し、現地でのパソコン設定/その他機器の設置業務/メンテナンス業務,,名鉄　東岡崎,徒歩13分,電車・徒歩,無,,8:30～17:00,60分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 岡崎市
A-35派生2,A-35,,,エンジニア,電気,フィールドエンジニア,5,愛知県岡崎市康生通り南3-3 マルワビル,工事・保守業務：社有車を使用し、現地でのパソコン設定/その他機器の設置業務/メンテナンス業務,,名鉄　東岡崎,徒歩13分,電車・徒歩,無,,8:30～17:00,60分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 岡崎市
A-35派生3,A-35,,,エンジニア,電気,フィールドエンジニア,5,愛知県岡崎市康生通り南3-3 マルワビル,工事・保守業務：社有車を使用し、現地でのパソコン設定/その他機器の設置業務/メンテナンス業務,,名鉄　東岡崎,徒歩13分,電車・徒歩,無,,8:30～17:00,60分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 岡崎市
A-35派生4,A-35,,,エンジニア,電気,フィールドエンジニア,5,愛知県岡崎市康生通り南3-3 マルワビル,工事・保守業務：社有車を使用し、現地でのパソコン設定/その他機器の設置業務/メンテナンス業務,,名鉄　東岡崎,徒歩13分,電車・徒歩,無,,8:30～17:00,60分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 岡崎市
A-35派生5,A-35,,,エンジニア,電気,フィールドエンジニア,5,愛知県岡崎市康生通り南3-3 マルワビル,工事・保守業務：社有車を使用し、現地でのパソコン設定/その他機器の設置業務/メンテナンス業務,,名鉄　東岡崎,徒歩13分,電車・徒歩,無,,8:30～17:00,60分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 岡崎市
A-36派生1,A-36,,,エンジニア,電気,フィールドエンジニア,1,愛知県豊田市柿本町6-13-1,・産業用ロボットの分解メンテナンス、データ取り纏め、運用データの収集及び改造立案、改造業務,,名鉄　土橋,車　9分,電車・徒歩・バイク,無,,9:00～17:45,60分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 豊田市
A-36派生2,A-36,,,エンジニア,電気,フィールドエンジニア,1,愛知県豊田市柿本町6-13-1,・産業用ロボットの分解メンテナンス、データ取り纏め、運用データの収集及び改造立案、改造業務,,名鉄　土橋,車　9分,電車・徒歩・バイク,無,,9:00～17:45,60分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 豊田市
A-36派生3,A-36,,,エンジニア,電気,フィールドエンジニア,1,愛知県豊田市柿本町6-13-1,・産業用ロボットの分解メンテナンス、データ取り纏め、運用データの収集及び改造立案、改造業務,,名鉄　土橋,車　9分,電車・徒歩・バイク,無,,9:00～17:45,60分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 豊田市
A-36派生4,A-36,,,エンジニア,電気,フィールドエンジニア,1,愛知県豊田市柿本町6-13-1,・産業用ロボットの分解メンテナンス、データ取り纏め、運用データの収集及び改造立案、改造業務,,名鉄　土橋,車　9分,電車・徒歩・バイク,無,,9:00～17:45,60分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 豊田市
A-36派生5,A-36,,,エンジニア,電気,フィールドエンジニア,1,愛知県豊田市柿本町6-13-1,・産業用ロボットの分解メンテナンス、データ取り纏め、運用データの収集及び改造立案、改造業務,,名鉄　土橋,車　9分,電車・徒歩・バイク,無,,9:00～17:45,60分,,5勤2休　※カレンダー通り,即日～1月末まで,,,日勤のみ・未経験者歓迎(自動車免許必須),愛知県 豊田市
A-37派生1,A-37,,,エンジニア,電気,フィールドエンジニア,2, 静岡県浜松市中区高丘西4-2-24,ロボット商品の点検・現調・修理及びその補助,,遠州鉄道　自動車学校前,車　14分,電車・自動車・徒歩,無,,8:40-17:10,45分,,5勤2休　※カレンダー通り,即日～1月末まで,,,,不明
A-37派生2,A-37,,,エンジニア,電気,フィールドエンジニア,2, 静岡県浜松市中区高丘西4-2-24,ロボット商品の点検・現調・修理及びその補助,,遠州鉄道　自動車学校前,車　14分,電車・自動車・徒歩,無,,8:40-17:10,45分,,5勤2休　※カレンダー通り,即日～1月末まで,,,,不明
A-37派生3,A-37,,,エンジニア,電気,フィールドエンジニア,2, 静岡県浜松市中区高丘西4-2-24,ロボット商品の点検・現調・修理及びその補助,,遠州鉄道　自動車学校前,車　14分,電車・自動車・徒歩,無,,8:40-17:10,45分,,5勤2休　※カレンダー通り,即日～1月末まで,,,,不明
A-37派生4,A-37,,,エンジニア,電気,フィールドエンジニア,2, 静岡県浜松市中区高丘西4-2-24,ロボット商品の点検・現調・修理及びその補助,,遠州鉄道　自動車学校前,車　14分,電車・自動車・徒歩,無,,8:40-17:10,45分,,5勤2休　※カレンダー通り,即日～1月末まで,,,,不明
A-37派生5,A-37,,,エンジニア,電気,フィールドエンジニア,2, 静岡県浜松市中区高丘西4-2-24,ロボット商品の点検・現調・修理及びその補助,,遠州鉄道　自動車学校前,車　14分,電車・自動車・徒歩,無,,8:40-17:10,45分,,5勤2休　※カレンダー通り,即日～1月末まで,,,,不明
A-38派生1,A-38,,,IT,IT,ITサービス会社,2,広島県広島市中区平野町2-21広電平野町ビル,サポートデスク業務（PCでのコンタクト対応を主に、電話対応も実施,,広島電鉄南区役所前駅,徒歩5分,公共交通機関のみ,無し,,"""➀8：30～17：15 ②10：00～19：15""",45分,,"""平日勤務とする 休日 ：土日祝（一部シフトあり）""",即日～1月下旬まで,,,ITエンジニア望者歓迎,広島県 広島市
A-38派生2,A-38,,,IT,IT,ITサービス会社,2,広島県広島市中区平野町2-21広電平野町ビル,サポートデスク業務（PCでのコンタクト対応を主に、電話対応も実施,,広島電鉄南区役所前駅,徒歩5分,公共交通機関のみ,無し,,"""➀8：30～17：15 ②10：00～19：15""",45分,,"""平日勤務とする 休日 ：土日祝（一部シフトあり）""",即日～1月下旬まで,,,ITエンジニア望者歓迎,広島県 広島市
A-38派生3,A-38,,,IT,IT,ITサービス会社,2,広島県広島市中区平野町2-21広電平野町ビル,サポートデスク業務（PCでのコンタクト対応を主に、電話対応も実施,,広島電鉄南区役所前駅,徒歩5分,公共交通機関のみ,無し,,"""➀8：30～17：15 ②10：00～19：15""",45分,,"""平日勤務とする 休日 ：土日祝（一部シフトあり）""",即日～1月下旬まで,,,ITエンジニア望者歓迎,広島県 広島市
A-38派生4,A-38,,,IT,IT,ITサービス会社,2,広島県広島市中区平野町2-21広電平野町ビル,サポートデスク業務（PCでのコンタクト対応を主に、電話対応も実施,,広島電鉄南区役所前駅,徒歩5分,公共交通機関のみ,無し,,"""➀8：30～17：15 ②10：00～19：15""",45分,,"""平日勤務とする 休日 ：土日祝（一部シフトあり）""",即日～1月下旬まで,,,ITエンジニア望者歓迎,広島県 広島市
A-38派生5,A-38,,,IT,IT,ITサービス会社,2,広島県広島市中区平野町2-21広電平野町ビル,サポートデスク業務（PCでのコンタクト対応を主に、電話対応も実施,,広島電鉄南区役所前駅,徒歩5分,公共交通機関のみ,無し,,"""➀8：30～17：15 ②10：00～19：15""",45分,,"""平日勤務とする 休日 ：土日祝（一部シフトあり）""",即日～1月下旬まで,,,ITエンジニア望者歓迎,広島県 広島市
